Time,Title,Types,Number of reads,Comments,Author
08-09 17:40,1H16 preview: No major surprise expected,研报,6097,0,长和资讯
08-09 16:23,1H16 Preview; First Earnings Decline in ,研报,5914,0,长和资讯
08-08 15:51,维持买入评级，目标价108元,研报,7822,0,长和资讯
08-05 17:19,Opportunities while market expectations ,研报,17933,1,长和资讯
08-04 10:03,1H16 results preview,研报,6928,0,长和资讯
08-03 15:57,截至2016年7月31日止月份之股份發行人的證,公告,5624,0,长和资讯
08-01 17:21,董事名單及其角色與職能,公告,6014,0,长和资讯
08-01 14:56,长和给予买入评级，目标价99元,研报,7267,0,长和资讯
07-15 17:10,董事會會議召開日期,公告,19685,0,长和资讯
07-12 14:58,长和维持与大市同步评级，目标价95元,研报,9409,0,长和资讯
07-12 14:40,售部份意大利资产有利业务整合获欧盟批准,研报,9976,3,长和资讯
07-12 14:35,长和给予买入评级，目标价108元,研报,9966,0,长和资讯
07-12 14:29,长和维持买入评级,研报,9153,1,长和资讯
07-07 09:13,One step closer to an Italian matrimony,研报,7684,0,长和资讯
07-06 17:52,给予买入评级，目标价98元,研报,9923,0,长和资讯
07-05 16:14,截至2016年6月30日止月份之股份發行人的證,公告,6942,0,长和资讯
06-30 17:10,執行董事退任,公告,8123,0,长和资讯
06-30 15:50,Potential acceleration of Wind deal appr,研报,8016,0,长和资讯
06-28 11:14,Outlook remains resilient despite Brexit,研报,10131,0,长和资讯
06-27 19:11,Assessing impact from Brexit,研报,10653,0,长和资讯
06-27 18:32,Downgrade to Equal-weight,研报,10997,0,长和资讯
06-27 17:32,Near-term share price weakness from Brex,研报,11016,0,长和资讯
06-27 11:06,Uncertainty to weigh short term but here,研报,15341,0,长和资讯
06-27 11:06,Uncertainty to weigh short term but here,研报,15044,0,长和资讯
06-20 12:34,和黃中國醫藥科技有限公司授出認股權,公告,15732,0,长和资讯
06-17 16:54,投资本不易 李嘉诚财富降至四年来最低水平,资讯,20189,6,长和资讯
06-02 17:16,截至2016年5月31日止月份之股份發行人的證,公告,8122,0,长和资讯
05-13 19:37,2016年5月13日舉行之股東週年大會-投票表決,公告,23745,0,长和资讯
05-12 15:20,O2 acquisition rejected by EU regulators,研报,8735,1,长和资讯
05-12 08:34,欧盟否决长江和记收购Telefonica的交易,资讯,6449,0,长和资讯
05-11 18:09,可能收購O2UK;共同投資者認購3英國與O2UK合,公告,7942,0,长和资讯
05-06 13:59,"No deal, big deal?",研报,8939,0,长和资讯
05-04 17:56,截至2016年4月30日止月份之股份發行人的證,公告,7500,0,长和资讯
05-03 19:07,Husky restructure on track,研报,7645,0,长和资讯
04-28 15:14,Stability and growth not priced in: init,研报,4535,0,长和资讯
04-21 16:17,维持买入评级，目标价126元,研报,7670,0,长和资讯
04-18 14:05,李嘉诚英国收购案被曝遭欧盟否决 长和准备,资讯,7643,0,长和资讯
04-12 18:01,致非登記持有人之通知信函及申請表格:2015,公告,8326,0,长和资讯
04-12 17:56,致登記股東之通知信函及申請表格:2015年年,公告,8198,0,长和资讯
04-12 17:55,致新登記股東之信函及回條:選擇公司通訊之,公告,7993,0,长和资讯
04-12 17:50,股東週年大會通告,公告,8515,0,长和资讯
04-12 17:49,代表委任表格,公告,8285,0,长和资讯
04-12 17:22,股東週年大會通告;重選退席董事、一般性授,公告,8579,0,长和资讯
04-12 17:14,2015年年報,公告,11596,1,长和资讯
04-08 16:17,Potential sale of UK network capacity to,研报,9370,0,长和资讯
04-05 20:24,截至2016年3月31日止月份之股份發行人的證,公告,9448,0,长和资讯
03-23 10:18,尚乘集团首期美元债券成功公开发行,资讯,8431,0,长和资讯
03-22 16:31,Suspension and Transfer of Coverage,研报,2371,0,长和资讯
03-21 18:22,长和维持跑赢大市评级，目标价140元,研报,14952,0,长和资讯
03-21 09:09,业绩焦点：长江和记实业有限公司,研报,33554,0,长和资讯
03-18 14:56,3 UK and Italy margin improving even wit,研报,13025,0,长和资讯
03-17 21:12,截至2015年12月31日止年度之業績摘要,公告,14653,0,长和资讯
03-16 16:57,FY15 preview: Expect steady core earning,研报,14763,0,长和资讯
03-15 11:10,"FY15 result preview: Slower growth, but ",研报,11784,0,长和资讯
03-15 11:10,"FY15 result preview: Slower growth, but ",研报,12031,0,长和资讯
03-14 15:03,长和给予增持评级，目标价115元,研报,18504,0,长和资讯
03-11 10:48,Good shelter even under currency and oil,研报,15778,0,长和资讯
03-10 23:30,2015 Preview - Earnings Growth Decelerat,研报,14590,0,长和资讯
03-09 02:24,长和维持买入评级，降目标价至128元,研报,2873,0,长和资讯
03-08 21:58,All eyes on UK telecom regulatory ruling,研报,2184,0,长和资讯
03-08 09:57,长和维持买入评级，目标价129元,研报,19028,0,长和资讯
03-02 19:38,截至2016年2月29日止月份之股份發行人的證,公告,14059,0,长和资讯
03-02 16:51,董事會會議召開日期,公告,14276,0,长和资讯
02-26 00:14,Assessing GBP weakness and potential Bre,研报,2710,0,长和资讯
02-22 08:52,若本周不能达成“新广场协议” 全球股市还,资讯,72909,65,长和资讯
02-22 00:44,新增信贷创新高未改信贷需求偏软格局,资讯,8089,0,长和资讯
02-22 00:08,主权基金可考虑转换职能,资讯,9093,0,长和资讯
02-21 21:33,下周全球最具权势的一帮大佬将齐聚这个地方,资讯,15630,1,长和资讯
02-21 07:37,1070天肖钢告别“火山口”,资讯,20.0万,356,长和资讯
02-20 03:13,供给侧改革主导2016年股市,资讯,38303,4,长和资讯
02-19 01:19,前瞻中国G20：经济增长是当务之急,资讯,2790,0,长和资讯
02-18 17:18,千方百计实现外贸回稳向好,资讯,1871,0,长和资讯
02-18 11:18,四联智能参加省长主持召开的企业座谈会,资讯,3081,0,长和资讯
02-18 02:40,流动性变局在即 寻找弱势下的确定性标的,资讯,7084,5,长和资讯
02-17 05:12,地方财政收入凸显“新常态” 广东连续25年,资讯,4000,1,长和资讯
02-16 17:20,外贸稳增长 改革是关键,资讯,2609,1,长和资讯
02-16 16:00,G20财长会议召开在即 新广场协议是否就此诞,资讯,17062,1,长和资讯
02-16 03:10,负利率难自救 短期料不会大行其道,资讯,2817,1,长和资讯
02-10 12:44,新华社：多国央行加码宽松 金融市场波动加,资讯,14.4万,242,长和资讯
02-10 10:17,刘晓博：这10件大事将左右2016年股市和楼市,资讯,21.4万,118,长和资讯
02-08 09:29,华创证券：货币政策拐点或已经到来,资讯,11.9万,63,长和资讯
02-05 13:44,长和承诺3与O2英国合并后 未来五年将投资50,资讯,14494,3,长和资讯
02-04 14:02,李嘉诚旗下长和承诺“3”与O2合并后五年不,资讯,2135,0,长和资讯
02-04 07:53,美国财长半月左右两次与中国财经高官谈汇率,资讯,22998,29,长和资讯
02-03 16:16,中国化工宣布斥资逾430亿美元收购瑞士先正,资讯,4086,2,长和资讯
02-03 11:10,雅虎继续瘦身：裁员 15% 关闭全球 5 个办事,资讯,2125,0,长和资讯
02-02 14:11,供热投资升温 长和国际热能项目正式通汽,资讯,2919,0,长和资讯
02-02 12:20,截至2016年1月31日止月份之股份發行人的證,公告,12121,0,长和资讯
02-02 00:27,“新广场协议”呼声渐起 人民币获各方力挺,资讯,19095,9,长和资讯
02-01 08:42,现在并非入市时机 港股乱世镇仓策略,资讯,4323,1,长和资讯
01-29 07:40,美联储今年或仅加息一至两次,资讯,2749,0,长和资讯
01-29 01:08,"开发“二次”人口红利,满足“四有”老人需",资讯,5180,0,长和资讯
01-26 16:58,江森自控确认史上最大交易 并购泰科,资讯,5281,1,长和资讯
01-26 13:56,寻找文化消费里的“合家欢”,资讯,1914,0,长和资讯
01-26 05:14,广东：打造国家大科学中心助推创新驱动,资讯,2387,0,长和资讯
01-26 05:12,上海：“四张牌”确保自贸区先发优势,资讯,3343,1,长和资讯
01-25 22:50,中国市场温暖达沃斯“寒冬”,资讯,3363,1,长和资讯
01-22 13:58,广州一旦实施限外 周边换乘停车场能否满足,资讯,3260,0,长和资讯
01-22 01:19,中国劳动生产率增速持续减缓原因分析,资讯,3879,0,长和资讯
01-21 19:47,中国基尼系数未来五年有望降至国际警戒线以,资讯,3358,2,长和资讯
01-21 13:45,2015年居民收入增速跑赢GDP 城乡收入差距进,资讯,1799,0,长和资讯
01-21 03:49,六成外企视中国为重要投资目的地,资讯,2066,0,长和资讯
01-21 00:00,维持增持评级，目标价下调至115元,研报,1791,0,长和资讯
01-19 18:01,达沃斯论坛聚焦全球经济动荡,资讯,1630,0,长和资讯
01-19 10:58,6.9%！中国去年GDP增速创25年新低,资讯,10548,5,长和资讯
01-19 01:45,国家统计局今日将公布2015年GDP等经济数据,资讯,18534,6,长和资讯
01-19 01:37,如何应对可能出现的就业难题,资讯,2475,1,长和资讯
01-18 11:04,微信症候群正在袭来：不在微信中进化就在微,资讯,3212,1,长和资讯
01-16 11:23,亚投行为经济增长和全球治理注入新动能,资讯,10628,18,长和资讯
01-16 00:39,特朗普“投石问路”,资讯,2965,1,长和资讯
01-15 22:12,去年12月M2增速13.3%  央行称市场流动性宽,资讯,3543,4,长和资讯
01-15 13:17,长和国际实业进军东莞供热市场,资讯,3348,0,长和资讯
01-15 03:14,长和国际实业欲退出电影“老本行” 拟投40,资讯,4018,0,长和资讯
01-13 02:30,GDP增长缘何与能源电力消费不同步,资讯,2286,1,长和资讯
01-12 14:32,Case for telco consolidation reaffirmed;,研报,15716,0,长和资讯
01-12 01:14,航空发动机产业应有至少两家集团竞争,资讯,3903,1,长和资讯
01-09 21:22,福布斯香港十大富豪排名出炉：李嘉诚连续18,资讯,28993,5,长和资讯
01-09 13:25,科技教育改革是新常态下重塑发展新动力的基,资讯,6276,3,长和资讯
01-07 10:51,强势美元为新兴经济体敲响警钟,资讯,2099,0,长和资讯
01-07 09:23,“实现更有质量的发展”系列评论：让员工有,资讯,1955,0,长和资讯
01-05 18:28,截至2015年12月31日止月份之股份發行人的證,公告,13300,0,长和资讯
01-05 15:51,上海“十三五”如何开好局,资讯,2924,0,长和资讯
01-05 08:34,左小蕾：中国制造业要对接欧美高端制造,资讯,5113,1,长和资讯
01-05 03:08,新常态经济学理论框架成形,资讯,2963,0,长和资讯
01-01 08:41,2015年港股市场十宗“最”大盘点,资讯,8077,1,长和资讯
12-31 22:58,2016:结构调整为主兼顾稳增长和防风险,资讯,4644,0,长和资讯
12-31 15:37,審核委員會 - 職權範圍,公告,13125,0,长和资讯
12-31 11:41,以自贸区战略促进可持续发展,资讯,3157,0,长和资讯
12-31 02:39,全球经济转型之路,资讯,2971,0,长和资讯
12-31 01:52,四场“中国赛局”如何实现双赢,资讯,3136,0,长和资讯
12-30 07:14,IMF股权改革只是第一步,资讯,2237,0,长和资讯
12-30 02:46,两次调价以暂缓告终 成品油新定价机制“在路上”,资讯,6529,8,长和资讯
12-30 01:16,社保降费率有赖于平衡机制,资讯,2684,0,长和资讯
12-29 20:45,12月29日央视新闻联播精编 上海将开展“证照分离”改,资讯,4605,0,长和资讯
12-29 11:51,供需两端发力 经济稳中求进,资讯,2177,0,长和资讯
12-28 17:00,“头马”消费将释放更强劲动能,资讯,1607,1,长和资讯
12-26 04:09,城乡一体化改革可以盘活 经济整盘棋,资讯,2128,0,长和资讯
12-25 19:52,楼继伟：明年年初将举行亚投行董事会成立大会,资讯,2351,0,长和资讯
12-25 15:48,统计局：将改进失业统计调查 推地区生产总值统一核算,资讯,1227,0,长和资讯
12-25 15:10,互联网 时代 传统留学机构涅槃重生,资讯,1326,0,长和资讯
12-25 13:44,新晋投资女王张泉灵：内容投资风口在哪 揭秘四种盈利,资讯,1892,0,长和资讯
12-25 11:07,统计局：将推进五大改革 涉地区生产总值统一核算等,资讯,1506,0,长和资讯
12-25 10:57,社科院：TPP将中国排除在外或降低其成员福利,资讯,1824,0,长和资讯
12-25 10:36,社科院报告:TPP将中国排除在外或降低其成员福利,资讯,1388,0,长和资讯
12-24 20:31,12月24日央视新闻联播精编 “撬开”国税地税合作壁垒,资讯,8068,1,长和资讯
12-24 03:41,因时而变 把握节奏是关键,资讯,5208,0,长和资讯
12-24 00:41,2016年亚太经济增长将略有回升,资讯,1578,0,长和资讯
12-23 16:46,星展唯高达：重申长和买入评级,资讯,12533,0,长和资讯
12-23 10:34,世界经济明年将呈现四大趋势 预计GDP增速3.0%,资讯,1552,0,长和资讯
12-22 10:18,化解产能过剩首成经济工作主要任务,资讯,1755,0,长和资讯
12-22 03:37,去产能去库存去杠杆 降成本补短板,资讯,8508,0,长和资讯
12-22 02:54,中国经济近期运行特点与政策取向,资讯,1489,0,长和资讯
12-21 19:43,重予买入评级，目标价126元,研报,13505,1,长和资讯
12-21 01:27,新兴成长 传统蓝筹 融资客两手抓,资讯,6871,0,长和资讯
12-19 00:52,去库存成经济工作关键词 房地产等四行业吐,资讯,60506,11,长和资讯
12-18 16:41,高盛重予长和买入评级 目标价126元,资讯,14281,0,长和资讯
12-18 15:22,耶伦：美元加息影响不应夸大,资讯,1578,0,长和资讯
12-18 05:52,长和国际进军环保产业 看好供热供暖市场,资讯,14784,0,长和资讯
12-18 05:00,适度引导居民部门加杠杆有多重好处,资讯,3218,0,长和资讯
12-18 01:40,加息靴子落地 风险资产前景乐观,资讯,4654,2,长和资讯
12-17 17:19,清睿教育登陆新三板 问鼎中国K12互联网 教,资讯,3375,1,长和资讯
12-17 16:00,外媒：中国性别歧视制约经济增长,资讯,1811,0,长和资讯
12-17 14:00,这才是今天全球最强音！耶伦：美元加息的重,资讯,1885,0,长和资讯
12-16 15:23,中国领衔G20后勾画金融版图,资讯,1660,0,长和资讯
12-16 07:11,发改委暂缓调整成品油价格 称用价格杠杆治,资讯,50846,98,长和资讯
12-16 01:41,成品油价格首次暂缓调整 原油遭遇“地板价,资讯,2914,1,长和资讯
12-15 13:07,述评之二：新产业蓬勃跃动 新政策与时俱进,资讯,1357,0,长和资讯
12-15 12:16,年報,公告,1106,0,长和资讯
12-15 12:04,公告,公告,840,0,长和资讯
12-15 12:01,聯合公告,公告,911,0,长和资讯
12-15 12:01,致股東信函,公告,965,0,长和资讯
12-15 11:59,中期報告,公告,896,0,长和资讯
12-15 11:50,更改董事,公告,764,0,长和资讯
12-15 11:36,委任表格,公告,868,0,长和资讯
12-15 11:25,更改董事,公告,930,0,长和资讯
12-15 11:20,公告,公告,835,0,长和资讯
12-15 10:42,聯合公告,公告,752,0,长和资讯
12-15 10:42,聯合公告,公告,821,0,长和资讯
12-15 10:34,聯合公告,公告,808,0,长和资讯
12-15 10:29,聯合公告,公告,729,0,长和资讯
12-15 10:20,公告,公告,857,0,长和资讯
12-15 09:53,聯合公告,公告,801,0,长和资讯
12-15 09:28,聯合公告,公告,917,0,长和资讯
12-15 09:18,業績公告 (摘要),公告,3532,1,长和资讯
12-15 09:18,業績公告,公告,837,0,长和资讯
12-15 08:36,股東大會通告,公告,961,0,长和资讯
12-15 08:35,致股東信函,公告,1039,0,长和资讯
12-15 08:35,委任表格,公告,1091,0,长和资讯
12-15 08:30,年報,公告,1154,0,长和资讯
12-15 08:24,公告,公告,983,0,长和资讯
12-15 08:01,聯合公告,公告,1026,0,长和资讯
12-15 08:00,股東大會結果,公告,1015,0,长和资讯
12-15 07:59,聯合公告,公告,1052,0,长和资讯
12-15 07:58,公告,公告,1009,0,长和资讯
12-15 07:58,聯合公告,公告,1174,0,长和资讯
12-15 07:35,聯合公告,公告,1025,0,长和资讯
12-15 07:35,公告,公告,1047,0,长和资讯
12-15 07:12,聯合公告,公告,1028,0,长和资讯
12-15 06:24,業績公告 (摘要),公告,955,0,长和资讯
12-15 06:23,業績公告,公告,1048,0,长和资讯
12-15 06:00,中期報告,公告,1093,0,长和资讯
12-15 05:59,公告,公告,930,0,长和资讯
12-15 05:56,公告,公告,898,0,长和资讯
12-15 05:53,更改董事,公告,936,0,长和资讯
12-15 05:27,公告,公告,922,0,长和资讯
12-15 04:54,公告,公告,822,0,长和资讯
12-15 04:53,公告,公告,747,0,长和资讯
12-15 04:41,公告,公告,563,0,长和资讯
12-15 04:41,公告,公告,663,0,长和资讯
12-15 04:40,聯合公告,公告,639,0,长和资讯
12-15 04:11,公告,公告,560,0,长和资讯
12-15 04:10,聯合公告,公告,512,0,长和资讯
12-15 03:59,公告,公告,448,0,长和资讯
12-15 03:40,業績公告,公告,476,0,长和资讯
12-15 03:39,業績公告 (摘要),公告,530,0,长和资讯
12-15 02:57,股東大會通告,公告,523,0,长和资讯
12-15 02:55,委任表格,公告,473,0,长和资讯
12-15 02:55,年報,公告,478,0,长和资讯
12-15 02:45,公告,公告,521,0,长和资讯
12-15 02:30,股東大會結果,公告,469,0,长和资讯
12-15 02:12,股東大會結果,公告,545,0,长和资讯
12-15 02:01,公告,公告,471,0,长和资讯
12-15 01:58,公告,公告,449,0,长和资讯
12-15 01:43,聯合公告,公告,577,0,长和资讯
12-15 00:50,業績公告,公告,463,0,长和资讯
12-15 00:50,業績公告 (摘要),公告,482,0,长和资讯
12-15 00:35,公告,公告,428,0,长和资讯
12-15 00:34,中期報告,公告,509,0,长和资讯
12-14 23:51,聯合公告,公告,495,0,长和资讯
12-14 22:46,公告,公告,389,0,长和资讯
12-14 22:25,聯合公告,公告,492,0,长和资讯
12-14 21:52,業績公告,公告,492,0,长和资讯
12-14 20:53,業績公告,公告,491,0,长和资讯
12-14 20:37,公告,公告,566,0,长和资讯
12-14 20:29,公告,公告,589,0,长和资讯
12-14 20:28,公告,公告,404,0,长和资讯
12-14 20:13,業績公告,公告,464,0,长和资讯
12-14 19:25,業績公告,公告,465,0,长和资讯
12-14 19:24,股東大會通告,公告,571,0,长和资讯
12-14 18:36,業績公告 (摘要),公告,423,0,长和资讯
12-14 18:35,業績公告,公告,488,0,长和资讯
12-14 18:28,財務報表,公告,498,0,长和资讯
12-14 17:26,業績公告,公告,317,0,长和资讯
12-14 17:26,業績公告 (摘要),公告,323,0,长和资讯
12-14 17:25,股東大會通告,公告,330,0,长和资讯
12-14 17:17,財務報表,公告,258,0,长和资讯
12-14 17:10,年報,公告,278,0,长和资讯
12-14 16:50,公告,公告,217,0,长和资讯
12-14 16:41,公告,公告,230,0,长和资讯
12-14 16:36,公告,公告,248,0,长和资讯
12-14 16:32,公告,公告,171,0,长和资讯
12-14 16:27,公告,公告,301,0,长和资讯
12-14 16:03,業績公告,公告,296,0,长和资讯
12-14 16:03,業績公告 (摘要),公告,304,0,长和资讯
12-14 15:39,中期報告,公告,295,0,长和资讯
12-14 15:39,公告,公告,281,0,长和资讯
12-14 15:39,業績公告,公告,250,0,长和资讯
12-12 10:55,如何打造出中国创业者的霍格沃兹魔法学院？,资讯,1379,0,长和资讯
12-12 09:28,资金紧盯小盘成长股 公募排名战拼“最后一公里”,资讯,49812,17,长和资讯
12-11 11:06,前海开源龚乘龙：一位华尔街基金经理的归来,资讯,7802,2,长和资讯
12-11 09:29,长和恢复买入评级，目标价134元,研报,1390,0,长和资讯
12-10 20:46,发改委：三方面促进绿色低碳发展,资讯,1426,0,长和资讯
12-09 02:55,稳定经济更需要可持续的改革发展观,资讯,1795,0,长和资讯
12-08 17:26,世纪佳缘与百合网达成合并协议 吴琳光将任,资讯,2147,0,长和资讯
12-08 15:16,《巴伦周刊》年度评选：2016年不容错过的十,资讯,15217,7,长和资讯
12-07 15:43,凤姐当天使 徐小平胡海泉薛蛮子王刚怎么看,资讯,3687,1,长和资讯
12-07 11:14,中国劳动力平均年龄37.57岁 平均受教育仅9.,资讯,1205,0,长和资讯
12-07 11:01,发力供需两端 兼顾远近目标,资讯,1535,0,长和资讯
12-07 01:49,2016年经济工作定调：供给侧改革将出实招,资讯,66692,51,长和资讯
12-04 17:24,天语回应员工停薪传闻 离职员工将获补偿,资讯,1395,0,长和资讯
12-04 15:35,适度扩大赤字率 中国官方学界渐成共识,资讯,1189,0,长和资讯
12-04 08:36,传李嘉诚旗下长建竞投伦敦机场 涉230亿港元,资讯,2751,12,长和资讯
12-04 06:59,寻求经济增长和减排的再平衡,资讯,1335,0,长和资讯
12-04 03:00,前瞻中央经济工作会议：供需两端发力改革,资讯,1160,0,长和资讯
12-04 02:44,前瞻中央经济工作会议：供需两端发力改革,资讯,979,0,长和资讯
12-04 01:23,高层定调供需两端加大结构性改革力度,资讯,3799,15,长和资讯
12-04 00:23,前瞻中央经济工作会议：供需两端发力改革,资讯,1119,0,长和资讯
12-03 00:09,截至2015年11月30日止月份之股份發行人的證,公告,896,0,长和资讯
11-30 05:45,信达澳银：掘“金”成长股,资讯,7701,0,长和资讯
11-27 21:54,《收市总结》港股三连跌再软89点成交续淡,资讯,1079,0,长和资讯
11-27 16:05,韩官员：韩朝政府间会谈代表级别必要时可调,资讯,1575,0,长和资讯
11-27 15:52,互联网家装时代 装修工是否靠谱？,资讯,2234,0,长和资讯
11-27 14:08,保地产政策频出 债市未见利空,资讯,1061,0,长和资讯
11-27 02:46,我国宏观调控手法在创新中加快转变,资讯,1300,0,长和资讯
11-27 01:40,海关总署再发力 18条力保外贸稳增长,资讯,2324,1,长和资讯
11-26 13:40,房租收入等大幅提高助推浙江居民收入增加,资讯,1112,0,长和资讯
11-26 04:51,海关总署出台措施稳定外贸增长 改进通关监管,资讯,1370,0,长和资讯
11-26 01:57,以“新供给”推动中国经济新增长,资讯,1532,0,长和资讯
11-25 10:48,财产净收入快速增长助推前三季度浙江居民收入增加,资讯,1581,0,长和资讯
11-25 10:45,申請版本(第一次呈交),公告,971,0,长和资讯
11-25 01:42,中国经济“强”解读：国际合作升级,资讯,2004,0,长和资讯
11-24 22:58,申請版本(第一次呈交),公告,1065,0,长和资讯
11-24 03:16,券商策略周报：进入震荡期 波动加大 结构制胜,资讯,7735,10,长和资讯
11-23 17:19,胡汝银：证券市场三大关键能力建设不足,资讯,1916,0,长和资讯
11-22 21:38,首批10公司预计冻结资金1万亿 A股影响有多大？,资讯,15737,589,长和资讯
11-20 22:09,YPO东南亚分部主办首席执行官的东盟洞察力峰会,资讯,1840,0,长和资讯
11-20 17:56,游学不再学校包办 携程打造国内最大海外游学平台,资讯,1601,0,长和资讯
11-20 12:17,胡汝银：证券市场三大关键能力建设不足,资讯,2470,1,长和资讯
11-20 11:42,上交所首席经济学家胡汝银：很多证券分析师就是大忽悠,资讯,2246,3,长和资讯
11-20 01:15,童书的新一轮黄金十年,资讯,2838,0,长和资讯
11-20 00:00,长和上调目标价至127元，重申增持评级,研报,2404,0,长和资讯
11-19 03:55,股市发展新目标如何实现,资讯,2200,0,长和资讯
11-18 06:22,哪些国家和城市房地产还有好机会？,资讯,1617,0,长和资讯
11-18 03:01,通胀向好美元豪气万丈 黄金原油携手再刷新,资讯,2694,1,长和资讯
11-17 15:51,G20安塔利亚峰会把脉全球经济,资讯,1635,0,长和资讯
11-17 09:31,G20峰会公报：期待SDR估值方法完成审议,资讯,1427,0,长和资讯
11-17 04:23,南京市成立医管委：公立医院管办分开 能否,资讯,2578,0,长和资讯
11-16 16:59,加贸转型：企业期待更多扶持,资讯,1419,0,长和资讯
11-16 14:28,中国在线教育3年投进20亿美元 全部打水漂？,资讯,1783,0,长和资讯
11-16 00:00,Model Update,研报,1466,0,长和资讯
11-14 19:43,国际财经聚焦:G20发展规划哪家强,资讯,1592,0,长和资讯
11-14 13:15,二十国集团峰会主要研究啥？,资讯,2795,0,长和资讯
11-14 13:14,分分钟知晓G20全貌,资讯,2001,0,长和资讯
11-14 13:12,习主席关于全球治理的重要论述,资讯,2039,0,长和资讯
11-13 14:17,摩通上调长和目标价至127元 重申增持评级,资讯,2071,0,长和资讯
11-13 11:23,G20峰会锁定“包容”“落实”“投资”,资讯,1516,0,长和资讯
11-13 09:20,加大对“一带一路”项目承保支持力度,资讯,1646,0,长和资讯
11-13 04:13,新兴经济体仍是全球经济增长重要引擎,资讯,1393,0,长和资讯
11-13 04:13,瞄准国际发展最新目标 打开经济转型动力空,资讯,1957,0,长和资讯
11-12 15:59,齐观：强化党对国企领导 党政分立是条好路,资讯,3136,1,长和资讯
11-12 14:13,股东不买账 李嘉诚重组长和帝国受阻,资讯,2674,0,长和资讯
11-12 03:17,央行货币政策思路与着力点有了重大调整,资讯,2082,0,长和资讯
11-11 17:01,前三季度江苏省社会融资突破9000亿元,资讯,1325,0,长和资讯
11-11 03:53,G20发展议程不可或缺,资讯,1219,0,长和资讯
11-11 03:52,G20峰会上中国的角色,资讯,1585,0,长和资讯
11-09 02:41,中高速增长的底气,资讯,1447,0,长和资讯
11-07 01:37,31省份前三季度GDP出炉 重庆增速第一辽宁垫,资讯,6479,70,长和资讯
11-06 13:39,朱光耀：赤字率和负债率“红线”可探讨调整,资讯,1325,0,长和资讯
11-06 13:15,中国副财长：赤字率和负债率传统“红线”可,资讯,1525,0,长和资讯
11-06 12:57,大数据国家战略推动“数据驱动经济”,资讯,1365,0,长和资讯
11-05 15:48,科蒂宣布重组计划 美妆帝国排兵布阵逼近欧,资讯,1385,0,长和资讯
11-04 16:01,A股跌幅收窄港股重上二万三 长和系造好,资讯,1904,0,长和资讯
11-04 15:58,5年后收入翻番 十三五10大政策将影响你的钱,资讯,1237,0,长和资讯
11-04 15:47,2030年京津冀一体化基本形成,资讯,1229,0,长和资讯
11-04 06:01,“十三五”10大政策将影响你的钱包,资讯,16193,7,长和资讯
11-04 02:50,经济前景预期悲观 全球主权债收益率集体走,资讯,1749,0,长和资讯
11-04 02:36,中国用开放性模型审度五年计划,资讯,2711,0,长和资讯
11-03 23:42,截至2015年10月31日止月份之股份發行人的證,公告,1502,1,长和资讯
11-03 04:12,中国金融改革需要推进关键性突破,资讯,1700,0,长和资讯
11-02 23:45,中法元首气候变化联合声明,资讯,1514,0,长和资讯
11-02 16:42,A股跌幅收窄港股重上二万三 长和系造好,资讯,1204,0,长和资讯
11-02 11:32,中国可在十三五期间给碳排放定价,资讯,1299,0,长和资讯
11-02 03:27,李宇嘉：贯彻全面二孩需要社会保障建设配套,资讯,1421,0,长和资讯
11-02 02:44,倾力支持实体经济金融才能成强国之本,资讯,1172,0,长和资讯
10-31 10:36,五中全会闭幕 十大惠民政策与你有关,资讯,1628,0,长和资讯
10-30 22:20,自願性公告 - 有關赫斯基能源公司公佈減值,公告,2851,0,长和资讯
10-30 10:09,创新环保共享将成未来五年重点,资讯,1296,0,长和资讯
10-29 16:38,A股跌幅收窄港股重上二万三 长和系造好,资讯,1168,0,长和资讯
10-29 04:28,数据开放共享是大数据竞争战略核心,资讯,3101,1,长和资讯
10-28 23:54,终极大考“前美多头未战先怯 ”猪友“强势,资讯,1406,0,长和资讯
10-28 12:18,央妈不易扛起增长大旗 财政政策不给力,资讯,1397,0,长和资讯
10-27 16:53,A股跌幅收窄港股重上二万三 长和系造好,资讯,1444,0,长和资讯
10-27 14:14,外交部长王毅：中日韩合作是东亚发展的动力,资讯,1858,0,长和资讯
10-26 09:53,清算李嘉诚：在中国到底赚了多少钱？,资讯,3821,1,长和资讯
10-26 08:11,清算李嘉诚：李嘉诚在中国到底赚了多少钱？,资讯,2617,0,长和资讯
10-26 05:26,“十三五”规划蓝图今起审议 稳增长宽松政,资讯,1833,1,长和资讯
10-25 10:13,专家：现在骤然实行大规模减税或许不是明智,资讯,7411,238,长和资讯
10-25 08:50,双降继续放水 利率再创新低,资讯,3189,1,长和资讯
10-24 01:18,董事会首次行使总经理选聘权 央企总经理不再是“官”,资讯,2064,0,长和资讯
10-23 15:07,环渤海发展纲要：15年内京津冀一体化基本形成,资讯,1372,0,长和资讯
10-23 11:54,长和国际实业拟购节能环保项目 大涨39%,资讯,2615,0,长和资讯
10-23 08:35,欧洲央行行长德拉吉暗示将扩大量化宽松计划,资讯,1341,0,长和资讯
10-23 01:30,创业创新助力稳增长 千亿元国家基金增动力,资讯,1693,0,长和资讯
10-22 23:35,欧央行释放超预期宽松信号 中国稳增长作用或逐步显现,资讯,2204,0,长和资讯
